"taxon_id","taxon_rank","scientific_name","species","genus","family","order","class","phylum","kingdom","superkingdom","genome_size"
"195168","species","Agrypnus murinus","Agrypnus murinus","Agrypnus","Elateridae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",1582000000
"500232","species","Danthonia decumbens","Danthonia decumbens","Danthonia","Poaceae","Poales","Magnoliopsida","Streptophyta","Viridiplantae","Eukaryota",2299549591.8
"1100919","species","Archips xylosteana","Archips xylosteana","Archips","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",677000000
"317029","species","Trichoderma pseudokoningii","Trichoderma pseudokoningii","Trichoderma","Hypocreaceae","Hypocreales","Sordariomycetes","Ascomycota","Fungi","Eukaryota",33000000
"270466","species","Limenitis camilla","Limenitis camilla","Limenitis","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",381420000
"569046","species","Gymnosoma rotundatum","Gymnosoma rotundatum","Gymnosoma","Tachinidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",781000000
"988148","species","Photedes minima","Photedes minima","Photedes","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",697000000
"198635","species","Eristalis tenax","Eristalis tenax","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",488500000
"190347","species","Epirrhoe alternata","Epirrhoe alternata","Epirrhoe","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",359000000
"242267","species","Plebejus argus","Plebejus argus","Plebejus","Lycaenidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",524000000
"7454","species","Vespula vulgaris","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",195600000
"111881","species","Nymphalis urticae","Nymphalis urticae","Nymphalis","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",379000000
"216125","species","Steromphala cineraria","Steromphala cineraria","Steromphala","Trochidae","Trochida","Gastropoda","Mollusca","Metazoa","Eukaryota",1347000000
"104457","species","Ecliptopera silaceata","Ecliptopera silaceata","Ecliptopera","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",322000000
"191418","species","Maniola jurtina","Maniola jurtina","Maniola","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",542444000
"87960","species","Patella depressa","Patella depressa","Patella","Patellidae",,"Gastropoda","Mollusca","Metazoa","Eukaryota",708000000
"596548","species","Cupido minimus","Cupido minimus","Cupido","Lycaenidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",486000000
"938171","species","Abrostola tripartita","Abrostola tripartita","Abrostola","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",386000000
"166959","species","Tetramitus jugosus","Tetramitus jugosus","Tetramitus","Vahlkampfiidae",,,"Heterolobosea",,"Eukaryota",29000000
"320037","species","Ochropleura plecta","Ochropleura plecta","Ochropleura","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",581573333.3333334
"881891","species","Dolichovespula media","Dolichovespula media","Dolichovespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",261320000
"219539","species","Scaeva pyrastri","Scaeva pyrastri","Scaeva","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",657580000
"1190792","species","Hylaeus communis","Hylaeus communis","Hylaeus","Colletidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",342000000
"572840","species","Ditula angustiorana","Ditula angustiorana","Ditula","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",471000000
"65598","species","Bombus pascuorum","Bombus pascuorum","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",388162222.2222222
"76990","species","Ancistrocerus nigricornis","Ancistrocerus nigricornis","Ancistrocerus","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",236000000
"522848","species","Mimas tiliae","Mimas tiliae","Mimas","Sphingidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",568870000
"1594315","species","Notocelia uddmanniana","Notocelia uddmanniana","Notocelia","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",690541666.6666666
"95463","species","Scathophaga stercoraria","Scathophaga stercoraria","Scathophaga","Scathophagidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",1018000000
"171605","species","Vanessa cardui","Vanessa cardui","Vanessa","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",379000000
"987866","species","Agrochola circellaris","Agrochola circellaris","Agrochola","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",572000000
"1101106","species","Griposia aprilina","Griposia aprilina","Griposia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",722000000
"326947","species","Perizoma alchemillatum","Perizoma alchemillatum","Perizoma","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",368000000
"467774","species","Emmelina monodactyla","Emmelina monodactyla","Emmelina","Pterophoridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",316000000
"500513","species","Laetiporus cincinnatus","Laetiporus cincinnatus","Laetiporus","Laetiporaceae","Polyporales","Agaricomycetes","Basidiomycota","Fungi","Eukaryota",39460000
"447507","species","Laetiporus versisporus","Laetiporus versisporus","Laetiporus","Laetiporaceae","Polyporales","Agaricomycetes","Basidiomycota","Fungi","Eukaryota",39460000
"447506","varietas","Laetiporus sulphureus var. sulphureus","Laetiporus sulphureus","Laetiporus","Laetiporaceae","Polyporales","Agaricomycetes","Basidiomycota","Fungi","Eukaryota",39460000
"5630","species","Laetiporus sulphureus","Laetiporus sulphureus","Laetiporus","Laetiporaceae","Polyporales","Agaricomycetes","Basidiomycota","Fungi","Eukaryota",39460000
"572725","species","Argyresthia goedartella","Argyresthia goedartella","Argyresthia","Argyresthiidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",1126000000
"662956","species","Ocypus olens","Ocypus olens","Ocypus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",1037000000
"1545138","species","Gonocerus acuteangulatus","Gonocerus acuteangulatus","Gonocerus","Coreidae","Hemiptera","Insecta","Arthropoda","Metazoa","Eukaryota",1121000000
"875883","species","Ennomos quercinarius","Ennomos quercinarius","Ennomos","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",565000000
"88531","species","Lasioglossum lativentre","Lasioglossum lativentre","Lasioglossum","Halictidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",489000000
"326962","species","Scotopteryx chenopodiata","Scotopteryx chenopodiata","Scotopteryx","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",342000000
"934876","species","Lobophora halterata","Lobophora halterata","Lobophora","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",312000000
"987902","species","Clostera curtula","Clostera curtula","Clostera","Notodontidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",352080000
"558720","species","Propylea quattuordecimpunctata","Propylea quattuordecimpunctata","Propylea","Coccinellidae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",755000000
"236851","species","Sarcophaga variegata","Sarcophaga variegata","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",718000000
"446457","species","Telmatherina bonti","Telmatherina bonti","Telmatherina","Telmatherinidae","Atheriniformes","Actinopteri","Chordata","Metazoa","Eukaryota",1054610000
"572747","species","Ectropis crepuscularia","Ectropis crepuscularia","Ectropis","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",894000000
"997540","species","Mythimna ferrago","Mythimna ferrago","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",709000000
"104503","species","Euphydryas aurinia","Euphydryas aurinia","Euphydryas","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",717000000
"987935","species","Euproctis similis","Euproctis similis","Euproctis","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",747170000
"2655036","species","Archips podanus","Archips podanus","Archips","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",563000000
"721137","species","Habrosyne pyritoides","Habrosyne pyritoides","Habrosyne","Drepanidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",410000000
"78633","species","Pieris napi","Pieris napi","Pieris","Pieridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",408000000
"987872","species","Agrochola macilenta","Agrochola macilenta","Agrochola","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",687000000
"201766","species","Apoderus coryli","Apoderus coryli","Apoderus","Attelabidae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",911730555.5555556
"1419289","species","Buathra laborator","Buathra laborator","Buathra","Ichneumonidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",325000000
"328891","species","Hamearis lucina","Hamearis lucina","Hamearis","Riodinidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",616000000
"282391","species","Lycaena phlaeas","Lycaena phlaeas","Lycaena","Lycaenidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",532235000
"1101149","species","Psoricoptera gibbosella","Psoricoptera gibbosella","Psoricoptera","Gelechiidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",525000000
"987943","species","Furcula furcula","Furcula furcula","Furcula","Notodontidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",408000000
"105697","species","Mucor piriformis","Mucor piriformis","Mucor","Mucoraceae","Mucorales","Mucoromycetes","Mucoromycota","Fungi","Eukaryota",36000000
"1385759","species","Mucor alboater","Mucor alboater","Mucor","Mucoraceae","Mucorales","Mucoromycetes","Mucoromycota","Fungi","Eukaryota",37047750
"2714347","species","Chrysotoxum verralli","Chrysotoxum verralli","Chrysotoxum","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",1013000000
"202166","species","Rhinocyllus conicus","Rhinocyllus conicus","Rhinocyllus","Curculionidae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",436000000
"653684","species","Melanostoma mellinum","Melanostoma mellinum","Melanostoma","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",754000000
"374264","species","Xylota sylvarum","Xylota sylvarum","Xylota","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",417000000
"631328","species","Tachina fera","Tachina fera","Tachina","Tachinidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",649000000
"191396","species","Apatura iris","Apatura iris","Apatura","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",407000000
"1100916","species","Apotomis turbidana","Apotomis turbidana","Apotomis","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",762000000
"758706","species","Acleris emargana","Acleris emargana","Acleris","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",699000000
"171594","species","Nymphalis polychloros","Nymphalis polychloros","Nymphalis","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",379000000
"1162327","species","Sarcophaga crassimargo","Sarcophaga crassimargo","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",515000000
"988025","species","Cyaniris semiargus","Cyaniris semiargus","Cyaniris","Lycaenidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",524000000
"520884","species","Erynnis tages","Erynnis tages","Erynnis","Hesperiidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",552000000
"689058","species","Amphipyra tragopoginis","Amphipyra tragopoginis","Amphipyra","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",708477500
"753202","species","Noctua fimbriata","Noctua fimbriata","Noctua","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",590000000
"104474","species","Erannis defoliaria","Erannis defoliaria","Erannis","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",758797647.0588236
"875885","species","Apamea monoglypha","Apamea monoglypha","Apamea","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",632348000
"987859","species","Acronicta aceris","Acronicta aceris","Acronicta","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",437000000
"8384","species","Bufo bufo","Bufo bufo","Bufo","Bufonidae","Anura","Amphibia","Chordata","Metazoa","Eukaryota",6540152727.272727
"207624","species","Bombus campestris","Bombus campestris","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",312500000
"1594250","species","Chrysoteuchia culmella","Chrysoteuchia culmella","Chrysoteuchia","Crambidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",676833333.3333334
"987893","species","Autographa pulchrina","Autographa pulchrina","Autographa","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",386000000
"1101072","species","Zeuzera pyrina","Zeuzera pyrina","Zeuzera","Cossidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",514852430.5555556
"875880","species","Spilosoma lubricipeda","Spilosoma lubricipeda","Spilosoma","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",625920000
"1594321","species","Parapoynx stratiotata","Parapoynx stratiotata","Parapoynx","Crambidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",658500000
"295700","species","Malachius bipustulatus","Malachius bipustulatus","Malachius","Melyridae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",1261620000
"116121","species","Carcina quercana","Carcina quercana","Carcina","Peleopodidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",551360000
"1126389","species","Ectemnius continuus","Ectemnius continuus","Ectemnius","Crabronidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",371640000
"411963","species","Schrankia costaestrigalis","Schrankia costaestrigalis","Schrankia","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",799445600
"876063","species","Ochlodes sylvanus","Ochlodes sylvanus","Ochlodes","Hesperiidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",552000000
"41101","species","Rhagonycha fulva","Rhagonycha fulva","Rhagonycha","Cantharidae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",618250000
"7609","species","Marthasterias glacialis","Marthasterias glacialis","Marthasterias","Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Metazoa","Eukaryota",652815000
"91739","species","Aricia agestis","Aricia agestis","Aricia","Lycaenidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",438000000
"1572519","species","Eristalis pertinax","Eristalis pertinax","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",488500000
"753216","species","Phalera bucephala","Phalera bucephala","Phalera","Notodontidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",356772000
"987985","species","Mythimna impura","Mythimna impura","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",709000000
"291688","species","Hesperia comma","Hesperia comma","Hesperia","Hesperiidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",552000000
"30195","species","Bombus terrestris","Bombus terrestris","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",518340000
"203781","species","Glaucopsyche alexis","Glaucopsyche alexis","Glaucopsyche","Lycaenidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",524000000
"938226","species","Craniophora ligustri","Craniophora ligustri","Craniophora","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",437000000
"1167272","species","Cerceris rybyensis","Cerceris rybyensis","Cerceris","Crabronidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",345208750
"218760","species","Pyrgus malvae","Pyrgus malvae","Pyrgus","Hesperiidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",552000000
"34682","species","Syritta pipiens","Syritta pipiens","Syritta","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",417000000
"753189","species","Hypena proboscidalis","Hypena proboscidalis","Hypena","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",799445600
"601510","species","Nomada fabriciana","Nomada fabriciana","Nomada","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",526671676.25661373
"227532","species","Anthocharis cardamines","Anthocharis cardamines","Anthocharis","Pieridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",408000000
"113330","species","Mellicta athalia","Mellicta athalia","Mellicta","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",717000000
"987995","species","Noctua janthe","Noctua janthe","Noctua","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",564820000
"30212","species","Vespula germanica","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",224940000
"189979","species","Bibio marci","Bibio marci","Bibio","Bibionidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",299920000
"753204","species","Notodonta dromedarius","Notodonta dromedarius","Notodonta","Notodontidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",352000000
"1870435","species","Ypsolopha scabrella","Ypsolopha scabrella","Ypsolopha","Ypsolophidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",823500000
"10116","species","Rattus norvegicus","Rattus norvegicus","Rattus","Muridae","Rodentia","Mammalia","Chordata","Metazoa","Eukaryota",3286080000
"42275","species","Vanessa atalanta","Vanessa atalanta","Vanessa","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",379000000
"116126","species","Cosmia trapezina","Cosmia trapezina","Cosmia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",871000000
"82595","species","Biston betularia","Biston betularia","Biston","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",758797647.0588236
"85660","species","Bombus hortorum","Bombus hortorum","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",388162222.2222222
"988125","species","Hecatera dysodea","Hecatera dysodea","Hecatera","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",656600000
"1101063","species","Tinea semifulvella","Tinea semifulvella","Tinea","Tineidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",666000000
"988019","species","Pheosia tremula","Pheosia tremula","Pheosia","Notodontidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",352040000
"189913","species","Leptidea sinapis","Leptidea sinapis","Leptidea","Pieridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",408000000
"214277","species","Noctua pronuba","Noctua pronuba","Noctua","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",557460000
"72248","species","Colias croceus","Colias croceus","Colias","Pieridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",408000000
"644661","species","Deilephila porcellus","Deilephila porcellus","Deilephila","Sphingidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",537900000
"61643","species","Taurulus bubalis","Taurulus bubalis","Taurulus","Cottidae","Perciformes","Actinopteri","Chordata","Metazoa","Eukaryota",829262500
"254363","species","Autographa gamma","Autographa gamma","Autographa","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",386000000
"8407","species","Rana temporaria","Rana temporaria","Rana","Ranidae","Anura","Amphibia","Chordata","Metazoa","Eukaryota",4169214000
"2561016","species","Blastobasis lacticolella","Blastobasis lacticolella","Blastobasis","Blastobasidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",551360000
"1869501","species","Blastobasis adustella","Blastobasis adustella","Blastobasis","Blastobasidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",551360000
"226151","species","Volucella inanis","Volucella inanis","Volucella","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",676000000
"7084","species","Adalia bipunctata","Adalia bipunctata","Adalia","Coccinellidae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",352080000
"7445","species","Vespa crabro","Vespa crabro","Vespa","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",235183750
"1594354","species","Tinea trinotella","Tinea trinotella","Tinea","Tineidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",666000000
"1100963","species","Cydia splendana","Cydia splendana","Cydia","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",570000000
"988018","species","Pheosia gnoma","Pheosia gnoma","Pheosia","Notodontidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",352040000
"988049","species","Xestia xanthographa","Xestia xanthographa","Xestia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",721473333.3333334
"2495015","species","Ectemnius lituratus","Ectemnius lituratus","Ectemnius","Crabronidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",371640000
"104447","species","Idaea aversata","Idaea aversata","Idaea","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",461000000
"56726","species","Pholis gunnellus","Pholis gunnellus","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Metazoa","Eukaryota",704160000
"36212","species","Trachurus trachurus","Trachurus trachurus","Trachurus","Carangidae","Carangiformes","Actinopteri","Chordata","Metazoa","Eukaryota",889980000
"195172","species","Cantharis rustica","Cantharis rustica","Cantharis","Cantharidae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",433500000
"30191","species","Bombus hypnorum","Bombus hypnorum","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",367876666.6666667
"301037","species","Bembecia ichneumoniformis","Bembecia ichneumoniformis","Bembecia","Sesiidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",308000000
"9612","species","Canis lupus","Canis lupus","Canis","Canidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2899770000
"5802","species","Eimeria tenella","Eimeria tenella","Eimeria","Eimeriidae","Eucoccidiorida","Conoidasida","Apicomplexa",,"Eukaryota",53000000
"522836","species","Laothoe populi","Laothoe populi","Laothoe","Sphingidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",568870000
"1101027","species","Pammene fasciana","Pammene fasciana","Pammene","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",833000000
"938238","species","Laspeyria flexula","Laspeyria flexula","Laspeyria","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",1331666666.6666667
"1511221","species","Aelia acuminata","Aelia acuminata","Aelia","Pentatomidae","Hemiptera","Insecta","Arthropoda","Metazoa","Eukaryota",952000000
"444401","species","Andrena haemorrhoa","Andrena haemorrhoa","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",377333333.3333333
"272628","species","Thymelicus sylvestris","Thymelicus sylvestris","Thymelicus","Hesperiidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",552000000
"722673","species","Hylaea fasciaria","Hylaea fasciaria","Hylaea","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",758797647.0588236
"1101095","species","Endotricha flammealis","Endotricha flammealis","Endotricha","Pyralidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",814000000
"405009","species","Fabriciana adippe","Fabriciana adippe","Fabriciana","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",496000000
"88925","species","Lineus longissimus","Lineus longissimus","Lineus","Lineidae","Heteronemertea","Pilidiophora","Nemertea","Metazoa","Eukaryota",1369200000
"346838","species","Pyrochroa serraticornis","Pyrochroa serraticornis","Pyrochroa","Pyrochroidae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",543980357.6388888
"78897","species","Lymantria monacha","Lymantria monacha","Lymantria","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",1007340000
"875884","species","Phlogophora meticulosa","Phlogophora meticulosa","Phlogophora","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",656600000
"85443","species","Dolichovespula saxonica","Dolichovespula saxonica","Dolichovespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",261320000
"55057","species","Mamestra brassicae","Mamestra brassicae","Mamestra","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",656600000
"934829","species","Crocallis elinguaria","Crocallis elinguaria","Crocallis","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",758797647.0588236
"116150","species","Pararge aegeria","Pararge aegeria","Pararge","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",499000000
"1869985","species","Hedya salicella","Hedya salicella","Hedya","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",691000000
"189513","species","Chrysoperla carnea","Chrysoperla carnea","Chrysoperla","Chrysopidae","Neuroptera","Insecta","Arthropoda","Metazoa","Eukaryota",663000000
"323313","species","Chrysotoxum bicinctum","Chrysotoxum bicinctum","Chrysotoxum","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",842000000
"270466","species","Limenitis camilla","Limenitis camilla","Limenitis","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",381420000
"198635","species","Eristalis tenax","Eristalis tenax","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",488500000
"242267","species","Plebejus argus","Plebejus argus","Plebejus","Lycaenidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",524000000
"7454","species","Vespula vulgaris","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",195600000
"111881","species","Nymphalis urticae","Nymphalis urticae","Nymphalis","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",379000000
"191418","species","Maniola jurtina","Maniola jurtina","Maniola","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",542444000
"191398","species","Boloria selene","Boloria selene","Boloria","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",496000000
"938171","species","Abrostola tripartita","Abrostola tripartita","Abrostola","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",386000000
"320037","species","Ochropleura plecta","Ochropleura plecta","Ochropleura","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",581573333.3333334
"881891","species","Dolichovespula media","Dolichovespula media","Dolichovespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",261320000
"414876","species","Xanthogramma pedissequum","Xanthogramma pedissequum","Xanthogramma","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",657580000
"219539","species","Scaeva pyrastri","Scaeva pyrastri","Scaeva","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",657580000
"41139","species","Coccinella septempunctata","Coccinella septempunctata","Coccinella","Coccinellidae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",371640000
